ID,innings,overs,ballnumber,batter,bowler,non_striker,extra_type,batsman_run,extras_run,total_run,non_boundary,isWicketDelivery,player_out,kind,fielders_involved,BattingTeam,player,team
1175363,1,0,2,AM Rahane,B Kumar,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals,AM Rahane,CSK
1175359,2,0,2,AM Rahane,SM Curran,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals,AM Rahane,CSK
1304105,1,0,2,DP Conway,DR Sams,RD Gaikwad,NA,0,0,0,0,1,DP Conway,lbw,NA,Chennai Super Kings,DP Conway,CSK
1304092,1,0,2,DP Conway,B Kumar,RD Gaikwad,NA,1,0,1,0,0,NA,NA,NA,Chennai Super Kings,DP Conway,CSK
1304075,1,0,2,RD Gaikwad,Mohammed Shami,RV Uthappa,NA,0,0,0,0,0,NA,NA,NA,Chennai Super Kings,RD Gaikwad,CSK
1216522,1,0,2,BA Stokes,Washington Sundar,RV Uthappa,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals,BA Stokes,CSK
1216518,1,0,2,BA Stokes,Sandeep Sharma,RV Uthappa,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals,BA Stokes,CSK
1304084,2,0,2,RD Gaikwad,K Rabada,RV Uthappa,NA,1,0,1,0,0,NA,NA,NA,Chennai Super Kings,RD Gaikwad,CSK
1304068,1,0,2,RD Gaikwad,Mohammed Siraj,RV Uthappa,NA,1,0,1,0,0,NA,NA,NA,Chennai Super Kings,RD Gaikwad,CSK
1216533,2,0,2,BA Stokes,DL Chahar,RV Uthappa,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals,BA Stokes,CSK
980979,2,0,2,AM Rahane,B Kumar,UT Khawaja,NA,0,0,0,0,0,NA,NA,NA,Rising Pune Supergiants,AM Rahane,CSK
980969,1,0,2,AM Rahane,STR Binny,UT Khawaja,NA,4,0,4,0,0,NA,NA,NA,Rising Pune Supergiants,AM Rahane,CSK
980965,2,0,2,AM Rahane,J Yadav,UT Khawaja,NA,4,0,4,0,0,NA,NA,NA,Rising Pune Supergiants,AM Rahane,CSK
1136618,2,0,2,AM Rahane,AD Russell,RA Tripathi,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals,AM Rahane,CSK
